Epoch,Accuracy,Loss
1.0,93.75,0.15436425805091858
2.0,96.43,0.2197021096944809
3.0,98.44,0.05177503824234009
4.0,97.5,0.02953212708234787
5.0,98.44,0.10224802047014236
6.0,100.0,0.022946253418922424
7.0,98.36,0.1686299592256546
8.0,97.19,0.015843465924263
9.0,98.96,0.09043857455253601
10.0,98.44,0.14539724588394165
11.0,98.07,0.06298105418682098
12.0,100.0,0.1019381657242775
13.0,100.0,0.008146941661834717
14.0,98.66,0.01900065504014492
15.0,100.0,0.23859673738479614
16.0,100.0,0.01115416083484888
17.0,97.71,0.16903677582740784
18.0,99.22,0.1395711749792099
19.0,99.48,0.035792089998722076
20.0,99.61,0.10904084146022797
21.0,98.44,0.06788916140794754
22.0,100.0,0.07433035224676132
23.0,99.06,0.010595908388495445
24.0,98.83,0.05036653205752373
25.0,98.44,0.0772375762462616
26.0,100.0,0.1865585744380951
27.0,98.44,0.00926300510764122
28.0,100.0,0.02196025662124157
29.0,98.83,0.013178489170968533
30.0,100.0,0.022473087534308434
31.0,100.0,0.07974866032600403
32.0,100.0,0.004956662654876709
33.0,99.25,0.015318325720727444
34.0,100.0,0.01618352346122265
35.0,100.0,0.07322259992361069
36.0,99.78,0.0032417133916169405
37.0,99.52,0.0102250836789608
38.0,99.38,0.04922999441623688
39.0,100.0,0.00283121969550848
40.0,100.0,0.04600687697529793
41.0,100.0,0.050570499151945114
42.0,99.38,0.014212246984243393
43.0,100.0,0.0034104303922504187
44.0,99.38,0.03956542909145355
45.0,99.25,0.05647920072078705
46.0,100.0,0.011257895268499851
47.0,99.13,0.06594525277614594
48.0,100.0,0.008641602471470833
49.0,100.0,0.0290207639336586
50.0,100.0,0.014936133287847042
51.0,100.0,0.009235598146915436
52.0,100.0,0.003497897880151868
53.0,98.32,0.022760314866900444
54.0,100.0,0.004785417579114437
55.0,100.0,0.012009243480861187
56.0,100.0,0.057471051812171936
57.0,100.0,0.022571682929992676
58.0,99.41,0.005663253366947174
59.0,99.32,0.01200614869594574
60.0,100.0,0.015585629269480705
61.0,100.0,0.007443019188940525
62.0,100.0,0.05056245997548103
63.0,100.0,0.009368155151605606
64.0,99.3,0.017696360126137733
65.0,99.53,0.00548866530880332
66.0,100.0,0.014043229632079601
67.0,100.0,0.005629199557006359
68.0,100.0,0.010972325690090656
69.0,100.0,0.03479720652103424
70.0,99.51,0.014428853988647461
71.0,99.48,0.005456600803881884
72.0,99.22,0.044926904141902924
73.0,100.0,0.09012399613857269
74.0,100.0,0.054055169224739075
75.0,100.0,0.0058096302673220634
76.0,99.26,0.011922716163098812
77.0,100.0,0.019224073737859726
78.0,100.0,0.03524172306060791
79.0,100.0,0.005369977094233036
80.0,99.38,0.027223363518714905
81.0,100.0,0.005958246998488903
82.0,100.0,0.0054080309346318245
83.0,100.0,0.018264448270201683
84.0,100.0,0.01912583038210869
85.0,99.48,0.0246885959059
86.0,100.0,0.0018373234197497368
87.0,100.0,0.0031472977716475725
88.0,100.0,0.00174890854395926
89.0,100.0,0.0014577638357877731
90.0,99.67,0.005784658249467611
91.0,100.0,0.005477700382471085
92.0,99.52,0.003974319901317358
93.0,100.0,0.007925576530396938
94.0,99.13,0.00954825896769762
95.0,100.0,0.04267941787838936
96.0,99.24,0.041349753737449646
97.0,100.0,0.008772123605012894
98.0,100.0,0.01608850248157978
99.0,99.3,0.002255524042993784
100.0,100.0,0.008719809353351593
101.0,100.0,0.002316051162779331
102.0,100.0,0.00498573062941432
103.0,100.0,0.069515660405159
104.0,99.01,0.03453413024544716
105.0,99.61,0.0012770115863531828
106.0,100.0,0.004202365409582853
107.0,100.0,0.028163323178887367
108.0,100.0,0.018004903569817543
109.0,99.55,0.003369680605828762
110.0,100.0,0.003510712645947933
111.0,100.0,0.008009541779756546
112.0,99.63,0.019941043108701706
113.0,100.0,0.01998329535126686
114.0,99.57,0.0017476275097578764
115.0,99.43,0.004505753517150879
116.0,100.0,0.04674337059259415
117.0,100.0,0.01712724007666111
118.0,99.33,0.006212122738361359
119.0,99.61,0.0913085788488388
120.0,99.28,0.027470983564853668
121.0,100.0,0.003253895789384842
122.0,99.55,0.025413859635591507
123.0,99.15,0.03191934898495674
124.0,100.0,0.009038057178258896
125.0,99.78,0.018423259258270264
126.0,99.42,0.01980602741241455
127.0,99.61,0.0150220338255167
128.0,100.0,0.0017922137631103396
129.0,100.0,0.004884860944002867
130.0,100.0,0.009439866989850998
131.0,99.45,0.013025465421378613
132.0,100.0,0.0016759814461693168
133.0,100.0,0.017039185389876366
134.0,100.0,0.00830104760825634
135.0,100.0,0.0035830356646329165
136.0,100.0,0.06499549746513367
137.0,100.0,0.022769931703805923
138.0,99.48,0.0014501996338367462
139.0,100.0,0.035439688712358475
140.0,100.0,0.00477574672549963
141.0,100.0,0.008869788609445095
142.0,99.31,0.04769500344991684
143.0,100.0,0.00588681036606431
144.0,100.0,0.01624997891485691
145.0,100.0,0.009191787801682949
146.0,100.0,0.0031596357002854347
