2024-03-10 15:50:00,316 | INFO | hilo : 
+==============================================================+
|                                                              |
| ██████╗  █████╗ ██████╗ ██╗         ██╗      █████╗ ██████╗  |
| ██╔══██╗██╔══██╗██╔══██╗██║         ██║     ██╔══██╗██╔══██╗ |
| ██║  ██║███████║██║  ██║██║         ██║     ███████║██████╔╝ |
| ██║  ██║██╔══██║██║  ██║██║         ██║     ██╔══██║██╔══██╗ |
| ██████╔╝██║  ██║██████╔╝███████╗    ███████╗██║  ██║██████╔╝ |
| ╚═════╝ ╚═╝  ╚═╝╚═════╝ ╚══════╝    ╚══════╝╚═╝  ╚═╝╚═════╝  |
+==============================================================+
|             Hi-Lo Resolution Image Classification            |
|             -------------------------------------            |
|                       Gabriel C. Trahan                      |
|                          Sahan Ahmad                         |
|                       MD  Aminual Islam                      |
+==============================================================+
2024-03-10 15:50:01,893 | INFO | hilo.dataset-accessor : Fetching dataset: mnist
2024-03-10 15:50:01,893 | INFO | hilo.mnist-dataset : Initializing transform.
2024-03-10 15:50:01,893 | INFO | hilo.mnist-dataset : Verifying/downloading train data.
2024-03-10 15:50:02,052 | INFO | hilo.mnist-dataset : Verifying/downloading test data.
2024-03-10 15:50:02,077 | INFO | hilo.mnist-dataset : Creating train data loader.
2024-03-10 15:50:02,078 | INFO | hilo.mnist-dataset : Creating test data loader.
2024-03-10 15:50:02,084 | INFO | hilo : Output directory: output/normal/mnist/None/20240310_155001/
2024-03-10 15:50:03,082 | INFO | hilo : Using device: NVIDIA GeForce GTX 1060 6GB
2024-03-10 15:50:03,082 | INFO | hilo : Exeucting job: MODEL normal | DATASET mnist | KERNEL none
2024-03-10 15:50:03,082 | INFO | hilo : Commencing training phase...
2024-03-10 15:50:11,066 | INFO | hilo : Epoch   1/200 | Accuracy:  98.4375 | Loss:   0.1760
2024-03-10 15:50:18,307 | INFO | hilo : Epoch   2/200 | Accuracy:  98.8281 | Loss:   0.0306
2024-03-10 15:50:25,510 | INFO | hilo : Epoch   3/200 | Accuracy:  97.3395 | Loss:   0.0864
2024-03-10 15:50:32,738 | INFO | hilo : Epoch   4/200 | Accuracy: 100.0000 | Loss:   0.0069
2024-03-10 15:50:39,957 | INFO | hilo : Epoch   5/200 | Accuracy:  99.4792 | Loss:   0.0125
2024-03-10 15:50:47,203 | INFO | hilo : Epoch   6/200 | Accuracy: 100.0000 | Loss:   0.0025
2024-03-10 15:50:54,409 | INFO | hilo : Epoch   7/200 | Accuracy:  99.2188 | Loss:   0.0518
2024-03-10 15:51:01,607 | INFO | hilo : Epoch   8/200 | Accuracy:  98.9810 | Loss:   0.0203
2024-03-10 15:51:08,857 | INFO | hilo : Epoch   9/200 | Accuracy: 100.0000 | Loss:   0.0410
2024-03-10 15:51:16,098 | INFO | hilo : Epoch  10/200 | Accuracy:  99.1477 | Loss:   0.0037
2024-03-10 15:51:23,340 | INFO | hilo : Epoch  11/200 | Accuracy:  99.0234 | Loss:   0.1043
2024-03-10 15:51:30,580 | INFO | hilo : Epoch  12/200 | Accuracy: 100.0000 | Loss:   0.0424
2024-03-10 15:51:37,886 | INFO | hilo : Epoch  13/200 | Accuracy: 100.0000 | Loss:   0.1479
2024-03-10 15:51:45,092 | INFO | hilo : Epoch  14/200 | Accuracy:  98.8487 | Loss:   0.0332
2024-03-10 15:51:52,331 | INFO | hilo : Epoch  15/200 | Accuracy:  99.3164 | Loss:   0.0068
2024-03-10 15:51:59,560 | INFO | hilo : Epoch  16/200 | Accuracy:  98.5777 | Loss:   0.0932
2024-03-10 15:52:06,801 | INFO | hilo : Epoch  17/200 | Accuracy:  98.4375 | Loss:   0.0035
2024-03-10 15:52:14,033 | INFO | hilo : Epoch  18/200 | Accuracy:  98.9583 | Loss:   0.0816
2024-03-10 15:52:21,226 | INFO | hilo : Epoch  19/200 | Accuracy:  98.7776 | Loss:   0.0568
2024-03-10 15:52:28,490 | INFO | hilo : Epoch  20/200 | Accuracy:  98.9583 | Loss:   0.0034
2024-03-10 15:52:35,731 | INFO | hilo : Epoch  21/200 | Accuracy: 100.0000 | Loss:   0.1624
2024-03-10 15:52:43,050 | INFO | hilo : Epoch  22/200 | Accuracy:  98.6506 | Loss:   0.0210
2024-03-10 15:52:50,222 | INFO | hilo : Epoch  23/200 | Accuracy: 100.0000 | Loss:   0.0258
2024-03-10 15:52:57,446 | INFO | hilo : Epoch  24/200 | Accuracy: 100.0000 | Loss:   0.0307
2024-03-10 15:53:04,822 | INFO | hilo : Epoch  25/200 | Accuracy: 100.0000 | Loss:   0.0239
2024-03-10 15:53:12,108 | INFO | hilo : Epoch  26/200 | Accuracy:  99.2188 | Loss:   0.0117
2024-03-10 15:53:19,418 | INFO | hilo : Epoch  27/200 | Accuracy:  98.8839 | Loss:   0.0659
2024-03-10 15:53:26,700 | INFO | hilo : Epoch  28/200 | Accuracy: 100.0000 | Loss:   0.0101
2024-03-10 15:53:34,021 | INFO | hilo : Epoch  29/200 | Accuracy: 100.0000 | Loss:   0.0461
2024-03-10 15:53:41,651 | INFO | hilo : Epoch  30/200 | Accuracy:  99.4400 | Loss:   0.0011
2024-03-10 15:53:49,313 | INFO | hilo : Epoch  31/200 | Accuracy: 100.0000 | Loss:   0.0018
2024-03-10 15:53:56,894 | INFO | hilo : Epoch  32/200 | Accuracy:  99.7768 | Loss:   0.0029
2024-03-10 15:54:04,486 | INFO | hilo : Epoch  33/200 | Accuracy: 100.0000 | Loss:   0.0019
2024-03-10 15:54:12,219 | INFO | hilo : Epoch  34/200 | Accuracy:  99.7396 | Loss:   0.0002
2024-03-10 15:54:19,898 | INFO | hilo : Epoch  35/200 | Accuracy: 100.0000 | Loss:   0.0010
2024-03-10 15:54:27,436 | INFO | hilo : Epoch  36/200 | Accuracy: 100.0000 | Loss:   0.0015
2024-03-10 15:54:34,983 | INFO | hilo : Epoch  37/200 | Accuracy:  99.5493 | Loss:   0.0004
2024-03-10 15:54:42,926 | INFO | hilo : Epoch  38/200 | Accuracy:  99.5257 | Loss:   0.0017
