2023-12-27 15:59:04,589 | INFO | hilo : 
+==============================================================+
|                                                              |
| ██████╗  █████╗ ██████╗ ██╗         ██╗      █████╗ ██████╗  |
| ██╔══██╗██╔══██╗██╔══██╗██║         ██║     ██╔══██╗██╔══██╗ |
| ██║  ██║███████║██║  ██║██║         ██║     ███████║██████╔╝ |
| ██║  ██║██╔══██║██║  ██║██║         ██║     ██╔══██║██╔══██╗ |
| ██████╔╝██║  ██║██████╔╝███████╗    ███████╗██║  ██║██████╔╝ |
| ╚═════╝ ╚═╝  ╚═╝╚═════╝ ╚══════╝    ╚══════╝╚═╝  ╚═╝╚═════╝  |
+==============================================================+
|             Hi-Lo Resolution Image Classification            |
|             -------------------------------------            |
|                       Gabriel C. Trahan                      |
|                          Sahan Ahmad                         |
|                       MD  Aminual Islam                      |
+==============================================================+
2023-12-27 15:59:06,212 | INFO | hilo.dataset-accessor : Fetching dataset: imagenet
2023-12-27 15:59:06,212 | INFO | hilo.imagenet-dataset : Initializing transform.
2023-12-27 15:59:06,212 | INFO | hilo.imagenet-dataset : Verifying/downloading train data.
2023-12-27 15:59:08,816 | INFO | hilo.imagenet-dataset : Verifying/downloading test data.
2023-12-27 15:59:08,837 | INFO | hilo.imagenet-dataset : Creating train data loader.
2023-12-27 15:59:08,837 | INFO | hilo.imagenet-dataset : Creating test data loader.
2023-12-27 15:59:08,865 | INFO | hilo : Output directory: output/normal/imagenet/None/20231227_155906/
2023-12-27 15:59:08,890 | INFO | hilo : Using device: NVIDIA GeForce GTX 1060 6GB
2023-12-27 15:59:09,884 | INFO | hilo : Exeucting job: MODEL normal | DATASET imagenet | KERNEL none
2023-12-27 15:59:09,884 | INFO | hilo : Commencing training phase...
2023-12-27 15:59:39,088 | INFO | hilo : Epoch   1/200 | Accuracy:   0.0000 | Loss:   4.6527
2023-12-27 16:00:03,524 | INFO | hilo : Epoch   2/200 | Accuracy:   0.3906 | Loss:   4.2320
2023-12-27 16:00:27,974 | INFO | hilo : Epoch   3/200 | Accuracy:   0.3906 | Loss:   4.6527
2023-12-27 16:00:52,334 | INFO | hilo : Epoch   4/200 | Accuracy:   4.6875 | Loss:   4.0595
2023-12-27 16:01:16,683 | INFO | hilo : Epoch   5/200 | Accuracy:   0.7292 | Loss:   4.5921
2023-12-27 16:01:41,090 | INFO | hilo : Epoch   6/200 | Accuracy:   0.7812 | Loss:   4.3298
2023-12-27 16:02:05,515 | INFO | hilo : Epoch   7/200 | Accuracy:   0.1654 | Loss:   4.2674
2023-12-27 16:02:29,846 | INFO | hilo : Epoch   8/200 | Accuracy:   1.7014 | Loss:   4.2498
2023-12-27 16:02:54,246 | INFO | hilo : Epoch   9/200 | Accuracy:   0.1689 | Loss:   4.1173
2023-12-27 16:03:18,619 | INFO | hilo : Epoch  10/200 | Accuracy:   1.5625 | Loss:   4.1089
2023-12-27 16:03:43,246 | INFO | hilo : Epoch  11/200 | Accuracy:   2.3438 | Loss:   4.0007
2023-12-27 16:04:07,664 | INFO | hilo : Epoch  12/200 | Accuracy:   1.9531 | Loss:   4.1728
2023-12-27 16:04:32,235 | INFO | hilo : Epoch  13/200 | Accuracy:   3.1250 | Loss:   4.4226
2023-12-27 16:04:56,782 | INFO | hilo : Epoch  14/200 | Accuracy:   0.9615 | Loss:   4.6393
2023-12-27 16:05:21,225 | INFO | hilo : Epoch  15/200 | Accuracy:   1.5625 | Loss:   4.0342
2023-12-27 16:05:45,537 | INFO | hilo : Epoch  16/200 | Accuracy:   0.0446 | Loss:   4.3634
2023-12-27 16:06:09,901 | INFO | hilo : Epoch  17/200 | Accuracy:   1.3021 | Loss:   4.1309
2023-12-27 16:06:34,168 | INFO | hilo : Epoch  18/200 | Accuracy:   1.0761 | Loss:   4.4017
2023-12-27 16:06:58,514 | INFO | hilo : Epoch  19/200 | Accuracy:   3.6458 | Loss:   3.9822
2023-12-27 16:07:22,827 | INFO | hilo : Epoch  20/200 | Accuracy:   2.1484 | Loss:   4.2782
2023-12-27 16:07:47,174 | INFO | hilo : Epoch  21/200 | Accuracy:   1.5625 | Loss:   4.2493
2023-12-27 16:08:11,604 | INFO | hilo : Epoch  22/200 | Accuracy:   1.5625 | Loss:   4.2423
