Epoch,Accuracy,Loss
1.0,0.2,4.781193733215332
2.0,3.12,4.619327545166016
3.0,0.04,4.653208255767822
4.0,0.17,4.161416530609131
5.0,0.04,4.308372497558594
6.0,0.78,4.62272310256958
7.0,1.56,4.411587715148926
8.0,0.41,4.193437576293945
9.0,1.56,4.497450828552246
10.0,1.56,3.8404572010040283
11.0,1.56,3.9942076206207275
12.0,2.65,4.13864278793335
13.0,0.02,4.129908084869385
14.0,1.04,4.26945161819458
15.0,2.34,4.201376438140869
16.0,3.12,3.786827564239502
17.0,0.62,3.841139554977417
18.0,2.48,3.7790939807891846
19.0,1.88,4.042716979980469
20.0,0.02,4.144654750823975
21.0,1.3,3.9707953929901123
22.0,2.93,3.820833206176758
23.0,3.12,4.371814250946045
24.0,0.36,4.401096820831299
25.0,1.56,3.9606800079345703
26.0,2.34,4.065042495727539
27.0,1.56,4.166379928588867
28.0,1.56,4.461853981018066
29.0,0.06,4.523568630218506
30.0,0.52,2.748417615890503
31.0,1.56,3.1925570964813232
32.0,0.78,2.9990310668945312
33.0,1.56,3.083484649658203
34.0,1.04,3.0891807079315186
35.0,2.34,2.7908875942230225
36.0,1.04,2.463263750076294
37.0,0.72,2.837580680847168
38.0,3.12,2.7952897548675537
39.0,0.52,3.2829744815826416
40.0,0.79,2.623431921005249
41.0,0.48,2.743802547454834
42.0,0.59,2.4172747135162354
43.0,1.04,2.500253677368164
44.0,1.3,2.7864341735839844
45.0,1.22,2.393627882003784
46.0,0.46,2.6662631034851074
47.0,1.56,2.4178149700164795
48.0,0.44,2.3239941596984863
49.0,1.17,2.1733145713806152
50.0,1.56,2.63840389251709
51.0,0.67,2.0201733112335205
52.0,0.68,2.2875735759735107
53.0,1.56,1.9426589012145996
54.0,0.72,2.1774070262908936
55.0,1.56,2.3530492782592773
56.0,0.55,1.8066320419311523
57.0,1.56,1.8865827322006226
58.0,1.56,1.980790376663208
59.0,0.78,1.6777623891830444
60.0,1.56,0.9099744558334351
61.0,1.04,0.8915961980819702
62.0,0.6,0.5866278409957886
63.0,0.78,0.5049769878387451
64.0,0.74,0.5812109708786011
65.0,0.78,0.6164605617523193
66.0,1.17,0.7015031576156616
67.0,0.94,0.5044031143188477
68.0,0.94,0.44784092903137207
69.0,0.52,0.6720948815345764
70.0,1.25,0.37827426195144653
71.0,1.56,0.4605090022087097
72.0,0.78,0.25266072154045105
73.0,1.04,0.2893957197666168
74.0,0.76,0.27394458651542664
75.0,1.56,0.43123021721839905
76.0,3.12,0.17905914783477783
77.0,3.12,0.15666057169437408
78.0,1.34,0.2500208616256714
79.0,0.95,0.3133919835090637
80.0,1.07,0.3250020146369934
81.0,0.58,0.1999090313911438
82.0,1.01,0.1677108108997345
83.0,1.17,0.14040148258209229
84.0,0.74,0.12008383125066757
85.0,1.04,0.09212063997983932
86.0,0.54,0.1431569904088974
87.0,1.25,0.10859249532222748
88.0,0.94,0.08312362432479858
89.0,0.56,0.13646788895130157
90.0,1.56,0.15518614649772644
91.0,0.8,0.07593138515949249
92.0,0.62,0.21482186019420624
93.0,0.7,0.07703760266304016
94.0,0.83,0.09734386205673218
95.0,1.56,0.03725099191069603
96.0,0.71,0.09126751124858856
97.0,0.84,0.18502138555049896
98.0,0.78,0.04543539881706238
99.0,1.56,0.06821924448013306
100.0,0.66,0.08355067670345306
101.0,0.83,0.06952803581953049
102.0,0.65,0.0656636580824852
103.0,1.56,0.049598660320043564
104.0,1.25,0.06666982918977737
105.0,1.28,0.17183630168437958
106.0,1.56,0.054943881928920746
107.0,1.56,0.04517924413084984
108.0,1.56,0.13371026515960693
109.0,0.66,0.07459425181150436
110.0,0.76,0.07319018989801407
111.0,3.12,0.05028241500258446
112.0,1.17,0.0633251816034317
113.0,1.04,0.04151056334376335
114.0,1.12,0.046505048871040344
115.0,1.56,0.15487134456634521
116.0,1.04,0.17954576015472412
117.0,0.91,0.041541896760463715
118.0,1.56,0.061680540442466736
119.0,1.56,0.11043693870306015
120.0,1.56,0.059309013187885284
121.0,1.56,0.09230723232030869
122.0,1.25,0.04738733917474747
123.0,0.67,0.039628565311431885
124.0,0.85,0.1597401201725006
125.0,1.56,0.06779290735721588
126.0,1.56,0.054523009806871414
127.0,0.96,0.0687914565205574
128.0,2.6,0.13776424527168274
129.0,0.78,0.09621882438659668
130.0,1.56,0.3077150285243988
131.0,0.76,0.05012403056025505
132.0,1.88,0.09835740923881531
133.0,0.71,0.07002327591180801
134.0,0.59,0.10332933813333511
135.0,0.71,0.08961424231529236
136.0,0.94,0.06784821301698685
137.0,1.56,0.04408881440758705
138.0,0.7,0.052117038518190384
139.0,0.58,0.13653695583343506
140.0,0.94,0.08035393804311752
141.0,1.56,0.12410115450620651
142.0,1.56,0.12527847290039062
143.0,1.04,0.14958155155181885
144.0,0.69,0.10853000730276108
145.0,0.78,0.09059853106737137
146.0,1.56,0.03483843430876732
147.0,1.0,0.05667745694518089
148.0,1.56,0.09783303737640381
149.0,1.56,0.059690043330192566
150.0,1.56,0.10303440690040588
151.0,1.56,0.10963600873947144
152.0,0.64,0.13549742102622986
153.0,0.78,0.06909361481666565
154.0,0.64,0.05332258343696594
155.0,0.78,0.052126429975032806
156.0,1.56,0.06908702850341797
157.0,0.58,0.06661190092563629
158.0,0.65,0.047608066350221634
159.0,0.78,0.059554073959589005
160.0,1.56,0.05325949192047119
161.0,0.67,0.0427902415394783
162.0,0.74,0.0492304302752018
163.0,0.69,0.048179034143686295
164.0,2.08,0.04122428596019745
165.0,0.8,0.050227850675582886
166.0,2.34,0.09266141802072525
167.0,1.56,0.050806790590286255
168.0,0.94,0.04182066023349762
169.0,1.56,0.16383418440818787
170.0,1.17,0.049370527267456055
171.0,0.62,0.09529393911361694
172.0,0.7,0.11005272716283798
173.0,3.12,0.05400262400507927
174.0,0.87,0.11295060813426971
175.0,1.04,0.05220139026641846
176.0,1.04,0.06218023598194122
177.0,1.3,0.0677083283662796
178.0,1.34,0.07698824256658554
179.0,0.64,0.05129454657435417
180.0,1.56,0.07511836290359497
181.0,1.56,0.06065523251891136
182.0,0.66,0.0677223652601242
183.0,1.09,0.038756076246500015
184.0,1.56,0.05307958647608757
185.0,1.25,0.04543062672019005
186.0,0.65,0.0256375502794981
