,Epoch,Accuracy,Loss
0,1.0,45.5793,1.654
1,2.0,59.375,1.0869
2,3.0,31.4063,1.1739
3,4.0,55.8594,1.0311
4,5.0,67.1875,0.751
5,6.0,70.3125,0.8639
6,7.0,70.3125,1.0649
7,8.0,69.8691,0.9127
8,9.0,71.2054,0.5382
9,10.0,63.5417,0.6774
10,11.0,71.875,0.7607
11,12.0,71.8192,0.5654
12,13.0,70.3125,0.5722
13,14.0,60.8469,0.9536
14,15.0,70.7414,0.5542
15,16.0,70.0893,0.673
16,17.0,60.9375,0.5849
17,18.0,67.1875,1.0993
18,19.0,68.6678,0.7693
19,20.0,76.5625,0.6647
20,21.0,59.375,0.7033
21,22.0,59.0706,0.7084
22,23.0,72.6562,0.5177
23,24.0,66.6667,1.0438
24,25.0,75.7812,0.5603
25,26.0,76.5625,0.763
26,27.0,69.5312,0.7491
27,28.0,73.9583,0.6213
28,29.0,61.1979,1.0592
29,30.0,87.1875,0.3005
30,31.0,89.8438,0.2893
31,32.0,91.4062,0.2779
32,33.0,89.4531,0.1512
33,34.0,90.625,0.3248
34,35.0,87.5,0.4247
35,36.0,88.2812,0.2544
36,37.0,87.642,0.4671
37,38.0,86.437,0.1087
38,39.0,87.5,0.1503
39,40.0,79.6875,0.5879
40,41.0,86.7188,0.1663
41,42.0,84.1117,0.2218
42,43.0,86.4583,0.1793
43,44.0,86.0243,0.221
44,45.0,86.0294,0.1681
45,46.0,87.5,0.1475
46,47.0,87.5,0.3327
47,48.0,90.625,0.0838
48,49.0,87.5,0.2064
49,50.0,85.9375,0.2295
50,51.0,88.2812,0.1888
51,52.0,85.1562,0.2138
52,53.0,84.375,0.2898
53,54.0,81.9741,0.3413
54,55.0,85.9375,0.1682
55,56.0,79.6875,0.4735
56,57.0,84.375,0.3941
57,58.0,90.625,0.0685
58,59.0,88.0208,0.2504
59,60.0,91.6667,0.0132
60,61.0,85.9375,0.1727
61,62.0,89.0625,0.1449
62,63.0,90.625,0.0185
63,64.0,90.625,0.0176
64,65.0,93.75,0.0186
65,66.0,87.8189,0.0443
66,67.0,89.6307,0.0033
67,68.0,90.625,0.0018
68,69.0,89.7606,0.0024
69,70.0,89.3285,0.0047
70,71.0,85.1562,0.1471
71,72.0,96.875,0.0092
72,73.0,89.8438,0.021
73,74.0,89.8438,0.0298
74,75.0,89.5833,0.0018
75,76.0,93.75,0.0093
76,77.0,93.75,0.0182
77,78.0,89.1791,0.0107
78,79.0,91.1458,0.0047
79,80.0,88.8587,0.0104
80,81.0,89.5089,0.0391
81,82.0,91.2946,0.0015
82,83.0,89.2827,0.0007
83,84.0,88.6458,0.0181
84,85.0,90.625,0.0037
85,86.0,87.5,0.0583
86,87.0,87.5,0.0957
87,88.0,92.0312,0.0092
88,89.0,88.9757,0.0096
89,90.0,92.9688,0.0011
90,91.0,91.6667,0.0047
91,92.0,90.625,0.0016
92,93.0,90.625,0.039
93,94.0,95.3125,0.0093
94,95.0,89.0625,0.0011
95,96.0,89.1984,0.0105
96,97.0,89.1532,0.0044
97,98.0,90.625,0.0456
98,99.0,93.75,0.0009
99,100.0,92.1875,0.001
100,101.0,90.0,0.0103
101,102.0,81.25,0.3809
102,103.0,89.375,0.0678
103,104.0,89.9554,0.0009
104,105.0,92.9688,0.0053
105,106.0,92.1875,0.0017
106,107.0,88.222,0.0014
107,108.0,90.625,0.001
108,109.0,89.0625,0.0209
109,110.0,90.7072,0.0108
110,111.0,91.4062,0.0798
111,112.0,89.6034,0.0219
112,113.0,91.4062,0.0206
113,114.0,89.7135,0.0118
114,115.0,87.5,0.0414
115,116.0,90.625,0.0035
116,117.0,89.0625,0.001
117,118.0,89.7321,0.0037
118,119.0,90.625,0.0043
119,120.0,89.8438,0.0143
120,121.0,89.8438,0.0056
121,122.0,92.7083,0.0162
122,123.0,89.2857,0.0026
123,124.0,90.1442,0.0009
124,125.0,88.55,0.0246
125,126.0,90.625,0.003
126,127.0,89.3247,0.001
127,128.0,89.8438,0.001
128,129.0,90.625,0.0172
129,130.0,88.1384,0.0093
130,131.0,89.2786,0.0015
131,132.0,92.1875,0.0023
132,133.0,88.5177,0.001
133,134.0,82.487,0.3272
134,135.0,92.1875,0.0016
135,136.0,91.1458,0.0037
136,137.0,84.3861,0.0602
137,138.0,90.625,0.0026
138,139.0,90.1367,0.001
139,140.0,95.3125,0.0372
140,141.0,86.25,0.2389
141,142.0,92.1875,0.0037
142,143.0,89.0625,0.0684
143,144.0,88.0974,0.0006
144,145.0,90.4688,0.005
145,146.0,91.7969,0.001
146,147.0,89.8438,0.0008
147,148.0,89.375,0.0046
148,149.0,89.5312,0.0022
149,150.0,88.6719,0.0074
150,151.0,90.625,0.0221
151,152.0,89.8958,0.0028
152,153.0,89.8148,0.0022
153,154.0,89.0625,0.0447
154,155.0,89.8438,0.001
155,156.0,89.3466,0.0018
156,157.0,95.3125,0.0047
157,158.0,92.1875,0.0015
158,159.0,93.75,0.0007
159,160.0,89.5056,0.0007
160,161.0,89.3466,0.0091
161,162.0,88.4375,0.0058
162,163.0,90.0,0.0011
163,164.0,92.1875,0.0088
164,165.0,92.1875,0.0007
165,166.0,92.1875,0.0043
166,167.0,96.875,0.0792
167,168.0,92.1875,0.001
168,169.0,86.875,0.047
169,170.0,89.527,0.0006
170,171.0,92.1875,0.01
171,172.0,92.1875,0.0028
172,173.0,95.8333,0.012
173,174.0,93.75,0.0137
174,175.0,89.0625,0.0048
175,176.0,71.875,0.6802
176,177.0,89.1984,0.0017
177,178.0,86.6052,0.1165
178,179.0,91.1458,0.0012
179,180.0,90.1042,0.0005
180,181.0,89.5833,0.003
181,182.0,90.625,0.002
182,183.0,88.4375,0.0168
183,184.0,89.56,0.0057
184,185.0,90.625,0.0008
185,186.0,91.1458,0.0029
186,187.0,89.0625,0.0057
187,188.0,90.1042,0.0326
188,189.0,84.8438,0.1067
189,190.0,87.3438,0.0137
190,191.0,93.75,0.0022
191,192.0,90.9375,0.0014
192,193.0,90.3125,0.0016
193,194.0,95.3125,0.0078
194,195.0,90.625,0.0005
195,196.0,89.7321,0.0014
196,197.0,91.4062,0.0086
197,198.0,89.5833,0.018
198,199.0,92.1875,0.0011
199,200.0,94.5312,0.0055
201,Test,Accuracy,89.29
202,Best,96.875,@ Epoch 72
