Epoch,Accuracy,Loss
1.0,35.1,1.6139196157455444
2.0,39.58,1.599879264831543
3.0,48.96,1.3933734893798828
4.0,44.79,1.688746690750122
5.0,48.2,1.3872888088226318
6.0,49.94,1.4601664543151855
7.0,53.12,1.4215484857559204
8.0,59.38,1.7073503732681274
9.0,53.82,1.5030884742736816
10.0,57.03,1.3277183771133423
11.0,50.52,1.3219321966171265
12.0,50.16,1.2642637491226196
13.0,50.42,1.7141433954238892
14.0,53.12,1.529010534286499
15.0,55.44,1.4593150615692139
16.0,51.82,1.413479208946228
17.0,54.77,1.5158531665802002
18.0,60.16,1.650787353515625
19.0,54.3,1.4357277154922485
20.0,54.01,1.320190668106079
21.0,53.41,1.2279250621795654
22.0,59.38,1.3499674797058105
23.0,57.03,1.3421368598937988
24.0,54.84,1.2413537502288818
25.0,57.81,1.434230089187622
26.0,58.33,1.3697398900985718
27.0,55.05,1.208959698677063
28.0,57.19,1.1263833045959473
29.0,53.31,1.0330986976623535
30.0,72.66,1.0001356601715088
31.0,71.56,0.8082165718078613
32.0,75.0,0.6089382767677307
33.0,79.69,0.8177624344825745
34.0,79.69,0.5957279801368713
35.0,74.06,0.29015183448791504
36.0,82.03,0.5089054107666016
37.0,79.69,0.39911773800849915
38.0,75.78,0.5187740921974182
39.0,73.49,0.17094215750694275
40.0,75.0,0.4354243278503418
41.0,75.0,0.2228848785161972
42.0,75.0,0.2922282814979553
43.0,74.72,0.1250637322664261
44.0,75.67,0.1362592726945877
45.0,75.0,0.2653021216392517
46.0,73.96,0.10135187208652496
47.0,72.83,0.17454580962657928
48.0,73.18,0.10645720362663269
49.0,75.67,0.12508563697338104
50.0,73.44,0.09982122480869293
51.0,73.96,0.05702195316553116
52.0,76.35,0.07053040713071823
53.0,73.52,0.17937546968460083
54.0,74.2,0.10080597549676895
55.0,75.64,0.12100903689861298
56.0,76.17,0.09016923606395721
57.0,75.22,0.05026040971279144
58.0,80.47,0.026191359385848045
59.0,75.0,0.14246223866939545
60.0,76.56,0.022291172295808792
61.0,77.73,0.006126213353127241
62.0,75.75,0.00970899686217308
63.0,76.56,0.005757829640060663
64.0,82.81,0.006080074701458216
65.0,77.54,0.0033714240416884422
66.0,77.55,0.006467482075095177
67.0,77.34,0.0029524972196668386
68.0,78.91,0.003712928621098399
69.0,80.47,0.0030894153751432896
70.0,78.3,0.007511762902140617
71.0,79.69,0.001999304862692952
72.0,81.25,0.004157134331762791
73.0,78.65,0.009435208514332771
74.0,82.81,0.002614458790048957
75.0,77.34,0.004157866816967726
76.0,75.65,0.0074431742541491985
77.0,76.82,0.0043745446018874645
78.0,79.3,0.004756458103656769
79.0,76.95,0.005090280435979366
80.0,75.88,0.004711304325610399
81.0,76.56,0.003923952113837004
82.0,77.34,0.00534139946103096
83.0,82.81,0.005280670244246721
84.0,78.12,0.008341679349541664
85.0,77.68,0.005261302459985018
86.0,79.69,0.005576515104621649
87.0,81.25,0.0070716869086027145
88.0,84.38,0.003946575801819563
89.0,77.34,0.004276445135474205
90.0,79.69,0.0035510666202753782
91.0,84.38,0.003558551426976919
92.0,79.69,0.00601964583620429
93.0,84.38,0.005540519021451473
94.0,78.91,0.00456372881308198
95.0,77.5,0.008815871551632881
96.0,80.47,0.0038784919306635857
97.0,84.38,0.006206373684108257
98.0,84.38,0.006214912049472332
99.0,76.79,0.006392857525497675
100.0,78.25,0.0035420481581240892
101.0,76.56,0.005342476069927216
102.0,77.5,0.00801195576786995
103.0,79.69,0.006680602207779884
104.0,77.73,0.005557911936193705
105.0,81.25,0.005758015904575586
106.0,79.69,0.007217009551823139
107.0,84.38,0.002476135967299342
108.0,79.69,0.006104845553636551
109.0,77.19,0.004641578532755375
110.0,82.81,0.0030578896403312683
111.0,76.02,0.006248109508305788
112.0,76.42,0.006871371995657682
113.0,78.12,0.003923807293176651
114.0,81.25,0.004549102857708931
115.0,77.71,0.006294357590377331
116.0,80.47,0.007458325009793043
117.0,78.12,0.005747135262936354
118.0,77.21,0.008686983957886696
119.0,81.25,0.005941776093095541
120.0,76.48,0.005563533864915371
121.0,79.69,0.004354009870439768
122.0,79.69,0.004759321920573711
123.0,81.25,0.0030352261383086443
124.0,81.25,0.003101324662566185
125.0,78.91,0.0048135872930288315
126.0,78.65,0.005904562771320343
127.0,75.94,0.004628555849194527
128.0,76.26,0.00365211209282279
129.0,85.94,0.0029436214827001095
130.0,80.47,0.002960702171549201
131.0,76.25,0.005507607478648424
132.0,90.62,0.00562153197824955
133.0,78.75,0.003583570709452033
134.0,80.62,0.007138016168028116
135.0,81.64,0.004002982750535011
136.0,77.17,0.004953977186232805
137.0,84.38,0.004923584870994091
138.0,76.19,0.005584952887147665
139.0,76.88,0.007616052404046059
140.0,81.25,0.004912092350423336
141.0,80.21,0.00455198809504509
142.0,78.91,0.007360559422522783
143.0,79.69,0.004424689337611198
144.0,78.44,0.0034694995265454054
145.0,89.06,0.0017269697273150086
146.0,82.81,0.007186517585068941
147.0,78.12,0.006320146843791008
148.0,76.36,0.004516091663390398
149.0,79.69,0.00510376738384366
150.0,77.34,0.006712264381349087
151.0,76.23,0.005383179523050785
152.0,83.48,0.00519273616373539
153.0,77.12,0.0039040083065629005
154.0,81.25,0.0035410714335739613
155.0,76.17,0.004406747408211231
156.0,75.94,0.0051216441206634045
157.0,79.69,0.003502815030515194
158.0,79.69,0.008054185658693314
159.0,79.69,0.005667314399033785
160.0,81.25,0.0036227935925126076
161.0,79.69,0.0039131720550358295
162.0,76.33,0.008428863249719143
163.0,79.69,0.003927200101315975
164.0,82.81,0.006383412983268499
165.0,78.12,0.00629360880702734
166.0,79.83,0.005098894704133272
167.0,78.25,0.006563291884958744
168.0,80.21,0.006671901326626539
169.0,76.84,0.0060326214879751205
170.0,81.25,0.005962292663753033
171.0,78.12,0.005458153784275055
172.0,77.23,0.00504247285425663
173.0,85.94,0.004890071228146553
174.0,77.88,0.007601687218993902
175.0,76.56,0.0041743917390704155
176.0,79.69,0.005801165942102671
177.0,77.81,0.007033024914562702
178.0,84.38,0.005068089347332716
179.0,84.38,0.0040221670642495155
180.0,79.69,0.004062531515955925
181.0,81.25,0.004011185839772224
182.0,78.12,0.006062107626348734
183.0,78.91,0.006125262938439846
184.0,77.6,0.003079423913732171
185.0,75.87,0.004168170969933271
186.0,76.56,0.00603308342397213
187.0,79.69,0.004284610040485859
188.0,85.94,0.0035833895672112703
189.0,82.81,0.008184152655303478
190.0,76.27,0.004035844001919031
191.0,82.81,0.006526544224470854
192.0,78.12,0.00458144024014473
193.0,81.25,0.004891518037766218
194.0,85.94,0.004375374875962734
195.0,76.4,0.008581215515732765
196.0,82.03,0.005841824226081371
197.0,80.47,0.006681965664029121
198.0,78.65,0.005024936515837908
199.0,76.95,0.0066277580335736275
200.0,79.69,0.0049817743711173534
Test,75.8,
Best,90.62,@ epoch 132
